PlayerId,Name,count,EPA,SoloTackle,AssistedTackle,SoloSack,AssistedSack,Pressure,PassBreakup,Interception,ForcedFumble,LeftSide,RightSide,Tech0,Tech1,Tech2,Tech2i,Tech3,Tech4,Tech4i,Tech5,Tech6,Tech7,Tech9,TechOff,TechOutside,DT,DE,RosterLB,DEBinary,DTBinary,RosterLBBinary,DER,DEL,RosterLBR,RosterLBL,DTR,DTL,DominantSide,DERPrediction,DELPrediction,DE,RosterLBRPrediction,RosterLBLPrediction,LB,DTRPrediction,DTLPrediction,MaxProb,SecondPRob
1060,Malcolm Jenkins,51,-0.011378941,5,0,0,0,1,1,0,1,32,19,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,L,0.029908676,6.30E-04,0.015269199,0.164838557,0.254718275,,-1.05E-15,0.002739726,0.254718275,0.164838557
1066,Barkevious Mingo,69,-0.142522246,0,1,0,0,6,0,0,0,28,31,0,0,0,0,0,0,0,0,0,1,0,10,58,0,0,69,0,0,1,0,0,1,0,0,0,R,0.059569597,0.063064236,0.061316917,0.304504316,0.621256614,,0.005925926,0.008356546,0.621256614,0.304504316
1101,Johnathan Hankins,327,0.013431945,7,18,0,1,7,0,0,0,145,173,9,196,39,54,28,0,1,0,0,0,0,0,0,327,0,0,0,1,0,0,0,0,0,1,0,R,0.01056701,-1.05E-15,0.005283505,2.91E-16,-2.22E-16,,0.429391602,0.623607648,0.623607648,0.429391602
1106,Devon Kennard,432,0.044648609,18,9,4,0,25,0,0,1,357,46,0,0,0,0,4,0,7,1,0,1,66,29,324,0,0,432,0,0,1,0,0,0,1,0,0,L,0.101914099,0.042260334,0.072087217,0.248087432,0.629852045,,0.002234637,0.011458333,0.629852045,0.248087432
1112,Landon Collins,28,-0.284230714,1,0,0,0,1,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,L,1.22E-15,0.008865248,0.004432624,0.026136364,0.30491573,,-1.05E-15,0.001912568,0.30491573,0.026136364
1142,Damontre Moore,51,-0.321521137,1,3,0,0,5,0,0,1,19,32,0,0,0,0,0,0,1,2,14,2,28,0,4,0,51,0,1,0,0,1,0,0,0,0,0,R,0.279380952,0.58962766,0.434504306,0.101164875,0.055896007,,0.005181347,0.038428325,0.58962766,0.434504306
1164,Cameron Jordan,395,-0.123500871,17,7,7,1,41,4,0,0,318,73,0,1,2,0,6,5,12,58,13,37,29,4,228,0,395,0,1,0,0,0,1,0,0,0,0,L,0.36468599,0.205736224,0.285211107,0.279677981,0.218733154,,0.023572744,0.072486772,0.36468599,0.285211107
1167,Kenny Vaccaro,40,0.083719925,2,1,0,0,2,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,L,0.018986254,-1.05E-15,0.009493127,0.002351097,0.215270588,,-1.05E-15,-1.08E-15,0.215270588,0.018986254
1177,Tyeler Davison,223,0.017327072,6,10,0,0,3,0,0,0,82,102,39,117,1,46,16,0,4,0,0,0,0,0,0,223,0,0,0,1,0,0,0,0,0,1,0,R,0.008751099,-1.05E-15,0.00437555,3.05E-16,-2.22E-16,,0.67884097,0.36452514,0.67884097,0.36452514
1184,Justin Houston,329,-0.044954863,13,9,6,0,24,1,0,2,5,323,0,0,0,0,3,1,0,2,23,17,274,1,8,0,329,0,1,0,0,1,0,0,0,0,0,R,0.330046296,0.31519337,0.322619833,0.085947712,0.085267857,,0.002538071,0.011778399,0.330046296,0.322619833
1190,Allen Bailey,158,-0.052762563,4,4,1,0,8,0,0,0,64,90,4,13,2,23,42,6,18,21,1,24,3,0,1,0,158,0,1,0,0,1,0,0,0,0,0,R,0.271651561,0.236746454,0.254199007,1.25E-16,-4.72E-16,,0.137780773,0.276062323,0.276062323,0.271651561
1219,Denico Autry,276,-0.024455283,4,12,0,2,14,2,0,0,130,141,2,14,1,24,72,60,94,5,1,0,0,3,0,0,276,0,1,0,0,1,0,0,0,0,0,R,0.201684882,0.498678602,0.350181742,0.002832861,8.57E-04,,0.320380687,0.359022222,0.498678602,0.359022222
1233,Tavon Wilson,31,-0.08565671,1,0,1,0,1,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,L,0.057606838,0.004775281,0.031191059,0.0180067,0.394846971,,-1.05E-15,-8.88E-16,0.394846971,0.057606838
1235,Zach Kerr,241,-0.057920037,8,8,0,0,11,0,0,0,179,49,13,18,2,22,75,6,62,24,0,18,1,0,0,241,0,0,0,1,0,0,0,0,0,0,1,L,0.230692168,0.04141286,0.136052514,0.005714286,-4.72E-16,,0.293387681,0.195606495,0.293387681,0.230692168
1245,Sheldon Richardson,408,-0.007870382,18,14,2,0,19,3,0,2,247,153,5,20,14,13,235,8,31,11,28,10,18,3,12,408,0,0,0,1,0,0,0,0,0,0,1,L,0.224444444,0.214259764,0.219352104,0.014770723,0.002881844,,0.120596206,0.322208437,0.322208437,0.224444444
1265,John Simon,243,-0.105927753,12,6,1,0,10,0,0,0,45,128,0,0,0,0,0,0,0,0,0,0,0,70,173,0,0,243,0,0,1,0,0,1,0,0,0,R,0.027807487,0.04620133,0.037004408,0.420728291,0.630216802,,-1.05E-15,6.65E-04,0.630216802,0.420728291
1287,Shamar Stephen,262,-0.130183989,3,5,0,0,2,2,0,1,161,101,0,6,27,10,203,7,9,0,0,0,0,0,0,262,0,0,0,1,0,0,0,0,0,0,1,L,0.174230072,0.006613757,0.090421915,0.001424501,0.006285714,,0.426496872,0.427881206,0.427881206,0.426496872
1340,Jordan Poyer,30,-0.068164033,1,2,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,L,0.009887006,0.00890411,0.009395558,0.004347826,0.429929035,,0.002251082,-1.17E-15,0.429929035,0.009887006
1410,Dion Jordan,156,-0.022741904,4,2,2,0,13,1,0,0,40,103,0,0,4,1,11,28,27,21,23,11,7,13,10,0,156,0,1,0,0,1,0,0,0,0,0,R,0.308125577,0.64640884,0.477267208,0.113404826,0.037652582,,0.022944896,0.071264368,0.64640884,0.477267208
1481,Wes Horton,112,-0.025597125,2,2,0,0,4,0,0,0,77,35,0,2,0,2,61,0,4,26,7,7,3,0,0,0,112,0,1,0,0,0,1,0,0,0,0,L,0.505331412,0.270037453,0.387684433,0.004021448,0.006614447,,0.069990366,0.164664804,0.505331412,0.387684433
1482,Mario Addison,348,0.158174897,8,10,2,2,17,0,0,1,65,260,0,1,0,0,5,0,3,27,41,70,57,23,121,0,348,0,1,0,0,1,0,0,0,0,0,R,0.284991274,0.132374429,0.208682852,0.309470752,0.368648649,,-1.05E-15,0.018866328,0.368648649,0.309470752
1714,Jeff Heath,27,-0.096936444,0,0,0,0,2,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,R,0.034953704,0.110714286,0.072833995,0.012467192,0.103253754,,0.007294552,0.002680965,0.110714286,0.103253754
2091,Jabaal Sheard,374,-0.045801414,8,4,3,0,25,2,0,0,369,5,0,3,5,5,4,25,17,6,79,21,201,0,8,0,374,0,1,0,0,0,1,0,0,0,0,L,0.566805556,0.664526412,0.615665984,0.01771978,0.004032258,,0.015552461,0.035128913,0.664526412,0.615665984
2186,William Gholston,221,-0.098566937,16,4,0,0,8,1,0,0,93,119,8,11,1,11,83,20,30,36,10,9,1,1,0,0,221,0,1,0,0,1,0,0,0,0,0,R,0.167660985,0.525619835,0.34664041,0.010217984,-2.22E-16,,0.093910256,0.228551913,0.525619835,0.34664041
2188,Akeem Spence,145,0.129553152,6,1,0,0,3,0,0,0,71,72,2,45,4,24,63,2,4,1,0,0,0,0,0,145,0,0,0,1,0,0,0,0,0,1,0,R,0.033027122,0.026638577,0.029832849,1.80E-16,0.002777778,,0.373295985,0.499776586,0.499776586,0.373295985
2243,Jack Crawford,196,-0.029162791,3,7,0,1,10,3,0,0,130,64,2,7,3,24,63,34,43,15,0,1,4,0,0,0,196,0,1,0,0,0,1,0,0,0,0,L,0.336723164,0.28457265,0.310647907,0.011871508,-2.22E-16,,0.305108225,0.103880597,0.336723164,0.310647907
2365,Jason Pierre-Paul,495,-0.13880781,20,3,7,1,37,3,0,2,181,298,0,1,1,0,28,3,7,14,32,74,136,16,183,0,495,0,1,0,0,1,0,0,0,0,0,R,0.367671233,0.249148746,0.308409989,0.265277778,0.279327808,,0.016756032,0.120526316,0.367671233,0.308409989
2450,Chris Smith,50,-0.03460754,0,1,0,0,3,0,0,0,25,23,1,0,1,0,11,2,4,3,6,4,13,1,4,0,50,0,1,0,0,0,1,0,0,0,0,L,0.51522158,0.509044715,0.512133148,0.026313406,0.008661049,,0.020424403,0.063988095,0.51522158,0.512133148
2562,Mike Purcell,277,0.016269596,11,20,0,0,8,0,0,0,162,57,58,73,35,33,76,0,2,0,0,0,0,0,0,277,0,0,0,1,0,0,0,0,0,0,1,L,0.002717391,0.007056639,0.004887015,1.11E-16,-2.22E-16,,0.395822891,0.668817204,0.668817204,0.395822891
2606,Brandon Dunn,224,0.063598205,7,10,1,0,7,0,0,0,121,89,14,102,9,38,32,4,24,1,0,0,0,0,0,224,0,0,0,1,0,0,0,0,0,0,1,L,0.021741155,0.00127551,0.011508332,0.002666667,-2.22E-16,,0.583906399,0.443383085,0.583906399,0.443383085
2636,Margus Hunt,260,-0.031328069,9,4,0,0,3,0,0,0,157,102,1,4,9,48,175,1,22,0,0,0,0,0,0,260,0,0,0,1,0,0,0,0,0,0,1,L,0.101201201,0.006994819,0.05409801,0.002754821,-2.22E-16,,0.441323024,0.42375,0.441323024,0.42375
2652,Shaquil Barrett,448,-0.10023983,24,7,9,1,55,0,0,2,261,182,0,0,0,0,0,1,0,0,0,0,1,5,441,0,0,448,0,0,1,0,0,0,1,0,0,L,0.097407407,0.180165289,0.138786348,0.648822976,0.32456382,,0.00117801,0.010080645,0.648822976,0.32456382
2666,Nate Orchard,110,0.070961618,9,5,1,0,5,1,0,0,22,86,0,0,0,0,0,0,3,2,1,37,27,2,38,0,110,0,1,0,0,1,0,0,0,0,0,R,0.34739726,0.271083789,0.309240524,0.178752182,0.41344697,,-1.05E-15,0.006306306,0.41344697,0.34739726
2701,Rodney Gunter,207,0.031478981,9,3,2,1,14,0,0,0,70,137,0,6,2,9,109,8,47,22,0,4,0,0,0,207,0,0,0,1,0,0,0,0,0,1,0,R,0.152645503,0.084402852,0.118524177,3.75E-16,-2.22E-16,,0.26810585,0.334765998,0.334765998,0.26810585
2702,Kareem Martin,39,0.016381949,2,2,0,0,3,0,0,0,28,11,0,0,0,0,0,0,0,9,1,6,13,0,10,0,39,0,1,0,0,0,1,0,0,0,0,L,0.229568411,0.346801802,0.288185107,0.118622222,0.009736842,,-1.05E-15,0.02266289,0.346801802,0.288185107
2703,Josh Mauro,82,0.115722183,3,7,0,0,3,0,0,0,81,1,0,0,0,0,1,7,2,10,31,21,4,0,6,0,82,0,1,0,0,0,1,0,0,0,0,L,0.574952919,0.251015228,0.412984074,0.025322997,0.058963964,,-1.05E-15,0.081367041,0.574952919,0.412984074
2722,Dan McCullers,64,-0.144628266,2,4,0,0,0,0,0,0,23,11,30,28,0,4,2,0,0,0,0,0,0,0,0,64,0,0,0,1,0,0,0,0,0,0,1,L,0.017012987,0.004,0.010506494,0.014344262,0.004561879,,0.821978942,0.181838768,0.821978942,0.181838768
2739,Trey Flowers,362,0.134443077,18,8,4,0,38,0,0,0,31,321,9,2,1,2,61,1,37,52,12,19,147,1,18,0,362,0,1,0,0,1,0,0,0,0,0,R,0.29198895,0.371825397,0.331907174,0.203633061,0.015962441,,0.065451895,0.08238342,0.371825397,0.331907174
2743,Malcom Brown,220,-0.083879059,7,8,0,0,4,1,0,0,102,86,31,93,4,52,39,0,0,0,0,0,0,1,0,220,0,0,0,1,0,0,0,0,0,0,1,L,0.010907504,0.002695418,0.006801461,0.010840108,-4.72E-16,,0.636478873,0.386095506,0.636478873,0.386095506
2750,Dee Ford,68,0.073821456,5,0,2,0,5,0,0,0,53,9,0,0,0,0,0,0,0,0,6,17,22,6,17,0,68,0,1,0,0,0,1,0,0,0,0,L,0.347344322,0.380400372,0.363872347,0.18782235,0.119763206,,-1.05E-15,0.018309859,0.380400372,0.363872347
2758,Dontari Poe,123,0.075579341,4,2,2,0,4,0,0,0,49,64,10,88,0,5,8,3,9,0,0,0,0,0,0,123,0,0,0,1,0,0,0,0,0,1,0,R,0.067834681,0.005141388,0.036488035,0.007760814,-2.22E-16,,0.593971631,0.339934457,0.593971631,0.339934457
2762,Nick Williams,291,-0.105876045,9,13,2,0,8,0,0,0,196,43,50,50,44,36,83,9,8,5,0,1,0,2,3,291,0,0,0,1,0,0,0,0,0,0,1,L,0.028434066,0.005479452,0.016956759,2.22E-16,-4.72E-16,,0.301413134,0.602868852,0.602868852,0.301413134
2763,Rakeem Nunez-Roches,146,-0.093966027,1,3,0,0,3,0,0,0,50,78,18,24,3,13,59,13,9,4,0,2,1,0,0,146,0,0,0,1,0,0,0,0,0,1,0,R,0.099317988,0.035990991,0.06765449,3.05E-16,-2.22E-16,,0.283423913,0.417107584,0.417107584,0.283423913
2765,Grady Jarrett,357,-0.052180258,14,10,4,1,28,0,0,0,173,163,21,37,4,23,214,14,42,0,0,0,2,0,0,357,0,0,0,1,0,0,0,0,0,0,1,L,0.031226054,0.026926782,0.029076418,0.00795756,0.002710027,,0.483984375,0.561738351,0.561738351,0.483984375
2786,Henry Anderson,287,-0.056576404,13,7,1,0,16,0,0,0,262,25,0,3,8,10,39,29,63,13,10,11,74,0,27,0,287,0,1,0,0,0,1,0,0,0,0,L,0.342984694,0.578197674,0.460591184,0.072077922,0.002617801,,0.044953704,0.081139122,0.578197674,0.460591184
2796,Kyle Love,212,0.070018519,3,2,0,0,4,1,0,0,52,150,10,117,0,2,63,1,14,1,0,3,1,0,0,212,0,0,0,1,0,0,0,0,0,1,0,R,0.054640152,0.032681564,0.043660858,0.007317073,-2.22E-16,,0.368787879,0.611759505,0.611759505,0.368787879
2802,Brandon Copeland,74,-0.196934108,4,4,0,1,5,0,0,0,64,10,0,0,0,0,0,0,0,0,0,0,1,0,73,0,0,74,0,0,1,0,0,0,1,0,0,L,1.22E-15,0.052636535,0.026318267,0.646740129,0.466801438,,-1.05E-15,-1.14E-15,0.646740129,0.466801438
2816,Caraun Reid,124,-0.016685202,1,3,0,0,5,0,0,0,46,71,7,1,0,2,65,6,28,11,0,4,0,0,0,124,0,0,0,1,0,0,0,0,0,1,0,R,0.203977273,0.099745547,0.15186141,0.016758494,0.00591716,,0.116008772,0.334183673,0.334183673,0.203977273
2876,Abry Jones,263,0.160249464,7,6,0,1,5,0,0,0,127,124,11,147,4,71,23,1,5,0,0,0,0,1,0,263,0,0,0,1,0,0,0,0,0,0,1,L,0.012790698,0.011275831,0.012033264,0.001745201,0.005141388,,0.636298293,0.29558011,0.636298293,0.29558011
2879,Tyson Alualu,251,-0.314749984,8,19,0,0,6,1,0,1,169,78,1,26,5,25,86,53,29,15,2,5,0,3,1,0,251,0,1,0,0,0,1,0,0,0,0,L,0.246410256,0.41071753,0.328563893,0.015748031,0.011373578,,0.420900901,0.164042357,0.420900901,0.41071753
2900,Jordan Phillips,319,-0.095012809,10,7,4,1,12,0,0,0,180,136,3,32,0,14,198,22,44,5,1,0,0,0,0,319,0,0,0,1,0,0,0,0,0,0,1,L,0.026032661,0.076151762,0.051092211,5.55E-17,0.012787724,,0.518617021,0.433289358,0.518617021,0.433289358
2910,Stacy McGee,90,0.062442167,0,3,0,1,2,0,0,0,48,34,7,60,0,1,21,0,0,0,0,0,0,1,0,90,0,0,0,1,0,0,0,0,0,0,1,L,0.020916905,0.06048738,0.040702143,0.021296296,0.018153153,,0.459127954,0.488352273,0.488352273,0.459127954
2911,Benson Mayowa,147,-0.028512531,1,3,0,1,13,0,0,0,145,1,0,0,0,0,1,0,2,17,15,7,103,1,1,0,147,0,1,0,0,0,1,0,0,0,0,L,0.514884135,0.472442681,0.493663408,0.03856383,0.009763851,,0.003602305,0.038003933,0.514884135,0.493663408
2937,Christian Covington,225,-0.057147711,12,6,1,0,7,0,0,0,95,127,1,15,17,145,22,1,22,0,0,0,0,2,0,0,225,0,1,0,0,1,0,0,0,0,0,R,0.011080332,0.050884544,0.030982438,0.010666667,0.006830601,,0.540780142,0.37996357,0.540780142,0.37996357
2971,Angelo Blackson,189,0.038254804,2,8,0,0,3,0,0,0,92,96,1,9,8,21,83,3,45,6,5,2,6,0,0,0,189,0,1,0,0,1,0,0,0,0,0,R,0.167649687,0.248853616,0.208251651,0.002873563,-2.22E-16,,0.227710843,0.427163904,0.427163904,0.248853616
2975,Jordan Hicks,29,0.346344793,0,0,0,0,1,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29,0,0,1,0,0,0,1,0,0,L,0.016621377,0.117524842,0.067073109,0.014659197,0.238594907,,0.009433962,0.006770833,0.238594907,0.117524842
2985,Mike Pennel,121,0.047275132,10,10,1,0,6,0,0,0,61,56,4,57,1,12,43,0,4,0,0,0,0,0,0,121,0,0,0,1,0,0,0,0,0,0,1,L,0.012742616,-1.05E-15,0.006371308,2.36E-16,-2.22E-16,,0.591941392,0.364190981,0.591941392,0.364190981
3000,Lawrence Guy,289,-0.023211948,14,20,2,0,10,0,0,0,192,85,11,17,6,8,105,28,13,98,1,0,1,1,0,0,289,0,1,0,0,0,1,0,0,0,0,L,0.108044444,0.400439754,0.254242099,0.00698324,-4.72E-16,,0.41114106,0.263857143,0.41114106,0.400439754
3002,Carl Davis,35,-0.362616143,1,0,0,0,0,0,0,0,15,19,1,19,3,9,3,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,1,0,R,0.108841733,0.015889465,0.062365599,0.010267431,0.039795918,,0.445125348,0.346693122,0.445125348,0.346693122
3007,Preston Smith,394,-0.102678675,15,12,4,2,21,1,0,0,241,143,0,0,0,0,1,0,0,3,1,6,9,10,364,0,0,394,0,0,1,0,0,0,1,0,0,L,0.031339031,0.091207349,0.06127319,0.43177526,0.518738739,,-1.05E-15,-9.71E-16,0.518738739,0.43177526
3009,Za'Darius Smith,418,-0.086729663,19,11,4,3,47,0,0,1,138,220,0,0,0,0,10,11,12,10,9,12,43,60,251,0,0,418,0,0,1,0,0,1,0,0,0,R,0.163278388,0.234733158,0.199005773,0.303361345,0.4246878,,0.013608156,0.020410959,0.4246878,0.303361345
3026,Brent Urban,176,-0.0708535,10,7,0,0,4,3,0,0,97,78,1,1,7,19,56,43,19,25,4,0,1,0,0,0,176,0,1,0,0,0,1,0,0,0,0,L,0.264095745,0.622521368,0.443308556,0.011750936,0.002840909,,0.161280746,0.093478261,0.622521368,0.443308556
3053,Dante Fowler Jr.,378,-0.030491492,17,8,4,2,23,4,0,1,160,217,0,0,0,0,0,0,0,0,0,22,83,1,272,0,0,378,0,0,1,0,0,1,0,0,0,R,0.229066667,0.158828596,0.193947631,0.300222816,0.436598813,,0.005449591,0.002710027,0.436598813,0.300222816
3129,Damion Square,162,-0.028653617,6,10,0,0,2,0,0,0,81,79,2,93,0,12,50,2,2,1,0,0,0,0,0,162,0,0,0,1,0,0,0,0,0,0,1,L,0.007458564,0.002680965,0.005069764,0.002747253,0.011010363,,0.523436041,0.45716895,0.523436041,0.45716895
3131,Whitney Mercilus,417,0.109746871,15,4,2,0,22,1,1,0,60,350,0,0,0,0,0,0,0,0,0,0,2,7,408,0,0,417,0,0,1,0,0,1,0,0,0,R,0.059490741,0.098459384,0.078975062,0.296703297,0.494369973,,0.00210084,0.002666667,0.494369973,0.296703297
3168,Joe Thomas,36,-0.050290139,1,3,0,0,1,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,36,0,0,1,0,0,0,0,0,0,L,0.018473351,-8.60E-16,0.009236676,0.004907162,0.460205535,,-1.05E-15,-1.14E-15,0.460205535,0.018473351
3214,Kerry Hyder,197,-0.128186269,4,4,1,0,10,0,0,0,118,78,0,1,0,3,79,2,66,7,9,3,26,1,0,0,197,0,1,0,0,0,1,0,0,0,0,L,0.389646465,0.369589041,0.379617753,0.054537037,0.010928962,,0.111843362,0.091912422,0.389646465,0.379617753
3242,Shelby Harris,315,-0.017153686,11,12,5,0,18,3,0,1,8,296,11,5,12,89,115,10,55,16,0,2,0,0,0,315,0,0,0,1,0,0,0,0,0,1,0,R,0.129307116,0.084943182,0.107125149,0.004768392,-2.22E-16,,0.358288288,0.310990009,0.358288288,0.310990009
3250,Shaq Thompson,28,-0.010896643,1,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,0,1,0,0,0,1,0,0,L,0.004950495,0.001831502,0.003390998,0.011507937,0.0368823,,9.34E-04,-7.77E-16,0.0368823,0.011507937
3275,Anthony Chickillo,90,-0.124246144,5,3,0,0,0,0,0,0,32,56,0,0,0,0,0,0,0,6,5,8,7,2,62,0,0,90,0,0,1,0,0,1,0,0,0,R,0.292383778,0.246982358,0.269683068,0.202083333,0.493672794,,0.01366843,0.010115607,0.493672794,0.292383778
3375,Anthony Zettel,42,0.310269643,0,3,0,0,2,0,0,0,19,23,0,0,1,1,1,0,0,4,8,7,12,0,8,0,42,0,1,0,0,1,0,0,0,0,0,R,0.339525021,0.690362511,0.514943766,0.123127341,0.039055404,,0.026775956,0.05372549,0.690362511,0.514943766
3376,A'Shawn Robinson,215,0.005173149,15,5,1,0,5,2,0,0,113,86,16,8,7,8,116,3,15,25,1,15,1,0,0,215,0,0,0,1,0,0,0,0,0,0,1,L,0.254980843,0.056441441,0.155711142,0.005539359,-2.22E-16,,0.140740741,0.326396917,0.326396917,0.254980843
3382,Miles Killebrew,49,-0.145392429,3,0,0,0,1,0,0,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,R,1.22E-15,-8.60E-16,1.80411E-16,0.164969581,0.493808851,,-1.05E-15,-9.16E-16,0.493808851,0.164969581
3391,Morgan Fox,185,-0.079142314,5,4,2,0,8,0,0,0,96,71,15,26,4,5,23,62,14,11,16,5,1,3,0,0,185,0,1,0,0,0,1,0,0,0,0,L,0.284038143,0.510034014,0.397036078,2.64E-16,-2.22E-16,,0.201585145,0.323828125,0.510034014,0.397036078
3427,Javon Hargrave,412,-0.168382723,18,25,2,0,22,0,0,1,326,19,61,49,34,66,161,4,27,2,0,0,0,6,2,412,0,0,0,1,0,0,0,0,0,0,1,L,0.06591138,0.009326425,0.037618902,0.00295858,0.008984726,,0.442441315,0.534380032,0.534380032,0.442441315
3457,Jonathan Bullard,100,0.14542429,4,1,0,1,4,0,0,0,89,11,0,0,0,3,64,3,11,11,0,8,0,0,0,0,100,0,1,0,0,0,1,0,0,0,0,L,0.20844504,0.200466853,0.204455947,0.037246377,0.043048128,,0.233068783,0.242668488,0.242668488,0.233068783
3462,Leonard Floyd,430,-0.054277874,12,9,1,0,22,2,0,0,208,205,0,0,1,0,0,0,0,6,0,4,39,17,363,0,0,430,0,0,1,0,0,0,1,0,0,L,0.095269097,0.035534591,0.065401844,0.282993197,0.550396825,,0.01969697,-4.44E-16,0.550396825,0.282993197
3473,Roy Robertson-Harris,274,0.02583954,9,6,0,0,11,1,0,0,108,142,18,16,18,29,82,31,34,29,0,6,1,6,4,0,274,0,1,0,0,1,0,0,0,0,0,R,0.070891365,0.365780142,0.218335753,0.00970516,0.0055993,,0.19982548,0.278763441,0.365780142,0.278763441
3505,Austin Johnson,206,-0.07981201,7,10,0,0,5,1,0,0,90,114,1,35,5,12,106,14,18,13,1,0,0,1,0,206,0,0,0,1,0,0,0,0,0,1,0,R,0.022355556,0.033426966,0.027891261,2.50E-16,-2.22E-16,,0.211891892,0.407702703,0.407702703,0.211891892
3512,Shilique Calhoun,93,-0.133756419,2,1,0,0,6,0,0,1,19,63,0,0,0,0,6,5,3,9,1,0,24,11,34,0,0,93,0,0,1,0,0,1,0,0,0,R,0.17047619,0.298886033,0.234681112,0.086750936,0.277226814,,0.002793296,0.097316017,0.298886033,0.277226814
3515,Jihad Ward,276,-0.340615029,2,2,1,0,17,0,0,0,122,126,1,1,4,2,72,5,44,8,6,3,4,27,99,0,276,0,1,0,0,1,0,0,0,0,0,R,0.30982659,0.271649916,0.290738253,0.223657407,0.182222222,,0.140081522,0.186786372,0.30982659,0.290738253
3520,Andrew Billings,335,0.03896926,9,12,1,0,5,1,0,0,189,136,10,119,8,162,36,0,0,0,0,0,0,0,0,335,0,0,0,1,0,0,0,0,0,0,1,L,0.157780612,0.002717391,0.080249002,0.002673797,0.010152284,,0.529079079,0.515311653,0.529079079,0.515311653
3534,Kenny Clark,413,-0.095843843,18,18,4,1,24,1,0,0,184,167,60,88,12,134,77,5,33,1,0,1,0,2,0,413,0,0,0,1,0,0,0,0,0,0,1,L,0.083526012,0.014083821,0.048804916,6.94E-17,-2.22E-16,,0.533474178,0.38976765,0.533474178,0.38976765
3538,Kyler Fackrell,216,-0.060474412,5,4,0,1,16,0,0,0,66,130,0,0,0,0,0,0,0,1,0,0,0,20,195,0,0,216,0,0,1,0,0,1,0,0,0,R,0.072159624,0.017495396,0.04482751,0.366362847,0.465932642,,-1.05E-15,0.002604167,0.465932642,0.366362847
3540,Reggie Gilbert,86,0.117451012,4,2,0,0,4,1,0,0,58,27,0,0,0,0,3,1,1,5,0,0,0,1,75,0,0,86,0,0,1,0,0,0,1,0,0,L,0.082030548,0.06492674,0.073478644,0.320614035,0.330126468,,0.003591954,0.009232955,0.330126468,0.320614035
3547,Dean Lowry,275,-0.068781073,10,12,0,0,3,2,1,0,147,126,0,3,3,12,155,27,41,15,8,8,1,2,0,0,275,0,1,0,0,0,1,0,0,0,0,L,0.252592593,0.673622782,0.463107688,0.007079646,8.91E-04,,0.104289216,0.295992714,0.673622782,0.463107688
3584,Kamalei Correa,254,0.010017823,7,10,4,0,12,0,0,0,149,72,0,0,0,0,3,0,3,3,3,1,7,33,201,0,0,254,0,0,1,0,0,0,1,0,0,L,0.048203055,0.047075209,0.047639132,0.25180776,0.529953052,,-1.05E-15,0.008900524,0.529953052,0.25180776
3590,Matt Judon,383,-0.196953191,22,8,5,1,32,0,0,4,149,152,0,0,0,0,0,2,0,3,2,0,20,82,274,0,0,383,0,0,1,0,0,1,0,0,0,R,0.089406028,0.143216532,0.11631128,0.32132964,0.574515235,,-1.05E-15,0.003968254,0.574515235,0.32132964
3613,Emmanuel Ogbah,74,-0.030440811,1,3,1,0,4,0,0,0,64,10,0,0,0,0,0,1,0,3,19,9,37,0,5,0,74,0,1,0,0,0,1,0,0,0,0,L,0.390551181,0.480829016,0.435690098,0.050222222,0.010144928,,-1.05E-15,-9.99E-16,0.480829016,0.435690098
3623,Carl Nassib,206,-0.170726796,8,3,3,0,12,0,0,1,168,33,0,1,0,4,12,0,1,6,3,13,22,5,139,0,0,206,0,0,1,0,0,0,1,0,0,L,0.127731864,0.195540541,0.161636202,0.180268199,0.188393686,,0.036185383,0.092857143,0.195540541,0.188393686
3644,Reggie Ragland,50,-0.0642778,2,3,0,0,0,0,0,0,28,22,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,1,0,0,0,1,0,0,L,1.22E-15,-8.60E-16,1.80411E-16,0.157333619,0.2555541,,0.004524469,-1.11E-15,0.2555541,0.157333619
3648,Justin Zimmer,30,-0.108114833,2,3,0,0,0,0,0,0,7,23,0,24,0,3,3,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,1,0,R,0.028447489,0.019223744,0.023835616,5.25E-04,0.014111441,,0.414995357,0.385485348,0.414995357,0.385485348
